ies,sigla,uf,publica_privada,qde_cursos_fez_enade,qde_cursos_cpc,igc,igc_faixa
FACULDADE GUARAÍ,FAG,TO,Privada,5,2,191,2
FACULDADE SAO FRANCISCO DE JUAZEIRO,FASJ,BA,Privada,2,0,,
INSTITUTO SUPERIOR DE EDUCAÇÃO DE OLIVEIRA,ISEOL,MG,Privada,3,0,,
INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO,IESM,MA,Privada,4,1,131,2
FACULDADE MONTESSORIANO DE SALVADOR,FAMA,BA,Privada,2,0,,
FACULDADE PARAÍSO DO CEARÁ,FAP,CE,Privada,3,0,,
FACULDADE RAÍZES,SER,GO,Privada,1,0,,
FACULDADE DA ACADEMIA BRASILEIRA DE EDUCAÇÃO E CULTURA,FABEC,RJ,Privada,1,0,,
FACULDADE DE ENSINO SUPERIOR DOM BOSCO,FACDOMBOSCO,PR,Privada,4,0,,
FACULDADE LS,FACELS,DF,Privada,2,1,143,2
"FACULDADE BOAS NOVAS DE CIENCIAS TEOLOGICAS, SOCIA",FBNCTSB,AM,Privada,1,0,,
FACULDADE DE SAÚDE DE SÃO PAULO,FASSP,SP,Privada,2,0,,
FACULDADE ECA DE QUEIROS,FACEQ,SP,Privada,2,0,,
INSTITUTO SUPERIOR DE EDUCAÇÃO DE CAMPOS GERAIS,ISEC,MG,Privada,2,0,,
FACULDADE JOSÉ AUGUSTO VIEIRA,FJAV,SE,Privada,6,3,191,2
FACULDADE ALFA,FA,SP,Privada,3,1,257,3
FACULDADE DE MARKETING E NEGOCIOS,UNIESSA,MG,Privada,2,0,,
FACULDADE DO SERIDO,FAS,RN,Privada,2,0,,
"FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS",FG,SP,Privada,9,9,190,2
INSTITUTO SUPERIOR DE EDUCACAO INTERLAGOS,ISE Interlagos,SP,Privada,1,0,,
FACULDADE DE SAÚDE IBITURUNA,FASI-SANTA CASA,MG,Privada,5,1,275,3
FACULDADE SAVONITTI,FS,SP,Privada,1,0,,
FACULDADE DO LITORAL CATARINENSE,FLC,SC,Privada,2,0,,
FACULDADE INEDI,CESUCA,RS,Privada,4,0,,
INSTITUTO SUPERIOR DE EDUCAÇÃO IBITURUNA,ISEIB,MG,Privada,5,4,183,2
FACULDADE POLITÉCNICA DE CAMPINAS,POLICAMP,SP,Privada,7,1,249,3
INSTITUTO DE ENSINO SUPERIOR E PESQUISA,INESP,MG,Privada,8,4,239,3
INSTITUTO SUPERIOR DE ENSINO E PESQUISA DE ITUIUTABA,ISEPI,MG,Privada,6,6,197,3
FACULDADE DE FILOSOFIA DE PASSOS,FAFIPA,MG,Privada,5,3,194,2
FACULDADE DE ENFERMAGEM DE PASSOS,FAENPA,MG,Privada,1,1,262,3
FACULDADE DE DIREITO DE PASSOS,FADIPA,MG,Privada,1,1,199,3
FACULDADE DE ENGENHARIA DE PASSOS,FEP,MG,Privada,3,2,154,2
FACULDADE DE INFORMÁTICA DE PASSOS,FIP,MG,Privada,1,1,237,3
FACULDADE DE SERVIÇO SOCIAL DE PASSOS,FASESP,MG,Privada,1,1,260,3
FACULDADE DE NUTRIÇÃO DA FUNDAÇÃO DE ENSINO SUPERIOR DE PASSOS,FANUTRI,MG,Privada,1,1,145,2
FACULDADE DE ADMINISTRACAO DE PASSOS,FAP,MG,Privada,2,1,224,3
FACULDADE EDUCAÇÃO FÍSICA DE PASSOS,FADEF,MG,Privada,1,0,,
FACULDADE DE MODA DE PASSOS,FAMOPA,MG,Privada,1,1,130,2
INSTITUTO SUPERIOR DE EDUCACAO DE PASSOS,ISEP,MG,Privada,1,1,216,3
"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE CARANGOLA",,MG,Privada,5,1,246,3
FACULDADE DE CIÊNCIAS EXATAS,,MG,Privada,1,1,239,3
FACULDADE DE FILOSOFIA E LETRAS DE DIAMANTINA,FAFIDIA,MG,Privada,15,0,,
FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS NOSSA SENHORA DE SION,FAFI/SION,MG,Privada,6,1,308,4
FACULDADE DE CIÊNCIAS EXATAS E HUMANAS DA CAMPANHA,FCCP,MG,Privada,1,1,144,2
INSTITUTO SUPERIOR DE EDUCACAO NOSSA SENHORA DE SI,ISE- SION,MG,Privada,2,0,,
FACULDADE DE CIÊNCIAS JURÍDICAS DE DIAMANTINA,FCJ,MG,Privada,1,1,307,4
INSTITUTO SUPERIOR DE EDUCAÇÃO DE DIVINÓPOLIS,ISED,MG,Privada,7,4,209,3
INSTITUTO SUPERIOR DE EDUCAÇO DE CLÁUDIO,ISEC,MG,Privada,2,1,238,3
FACULDADE DE CIÊNCIAS GERENCIAIS,FACIG,MG,Privada,3,1,188,2
INSTITUTO SUPERIOR DE EDUCAÇÃO DO ALTO SÃO FRANCISCO,ISAF,MG,Privada,1,0,,
INSTITUTO SUPERIOR DE EDUCAÇÃO DE ITUIUTABA,ISEDI,MG,Privada,7,4,199,3
FACULDADE SENAC/RS,SENACRS,RS,Privada,1,0,,
FACULDADE DE CIÊNCIAS ECONÔMICAS DE CONSELHEIRO LAFAIETE,FACEL,MG,Municipal,1,0,,
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE CONSELHEIRO LAFAIETE,FACESA,MG,Municipal,1,1,278,3
FACULDADE DE ENGENHARIA ELÉTRICA DE CONSELHEIRO LAFAIETE,FACEC,MG,Municipal,1,1,130,2
FACULDADE PINHALZINHO,HORUS,SC,Privada,3,0,,
FACULDADE DE ADMINISTRACAO DE SANTO ANTONIO DO MONTE,FASAM,MG,Privada,1,0,,
FACULDADE DA FRONTEIRA - FAF,FAF,PR,Privada,4,2,283,3
FACULDADE VICENTINA - FAVI,FAVI,PR,Privada,1,0,,
FACULDADE DE PRESIDENTE VENCESLAU,FAPREV,SP,Privada,2,0,,
FACULDADE DE CIENCIAS GERENCIAIS ALVES FORTES,FACE - ALFOR,MG,Privada,2,1,186,2
FACULDADES INTEGRADAS DA VITÓRIA DE SANTO ANTÃO,FAINTVISA,PE,Privada,11,8,198,3
FACULDADE DE CIÊNCIAS DA SAÚDE ARCHIMEDES THEODORO,FAC - SAUDE ARTHE,MG,Privada,3,2,127,2
FACULDADE JANGADA,FJ,SC,Privada,3,2,259,3
FACULDADE CATÓLICA DE POUSO ALEGRE,FACAPA,MG,Privada,1,1,311,4
FACULDADE CATOLICA DOM AQUINO DE CUIABA,FAC,MT,Privada,1,0,,
FACULDADE DE NANUQUE,FANAN,MG,Privada,1,0,,
FACULDADE CERES,FACERES,SP,Privada,4,0,,
FACULDADES INTEGRADAS SÉVIGNÉ,FASEV,RS,Privada,2,0,,
INSTITUTO DE ENSINO SUPERIOR DE MINAS GERAIS,IESMIG,MG,Privada,1,0,,
FACULDADE DE DESENVOLVIMENTO E INTEGRACAO REGIONAL,FADIRE,PE,Privada,3,0,,
INSTITUTO SUPERIOR DE EDUCACAO SANTA CRUZ,ISED,PE,Privada,1,0,,
FACULDADE SANTA CRUZ,FACRUZ,PE,Privada,1,0,,
FACULDADE DIOCESANA SÃO JOSÉ,FADISI,AC,Privada,1,1,183,2
FACULDADE DOM PEDRO II,FDPII,BA,Privada,6,0,,
FACULDADE DE ENFERMAGEM SÃO VICENTE DE PAULA,FESVIP,PB,Privada,1,0,,
FACULDADES INTEGRADAS DO BRASIL,UNIBRASIL,PR,Privada,22,10,218,3
FACULDADES INTEGRADAS TORRICELLI,FIT,SP,Privada,11,7,178,2
FACULDADES INTEGRADAS IPITANGA,Unibahia,BA,Privada,8,8,184,2
FACULDADES INTEGRADAS UNICESP,FACICESP,DF,Privada,10,3,99,2
FACULDADES INTEGRADAS DA UNIÃO DE ENSINO SUPERIOR CERTO,UniCerto,DF,Privada,3,2,153,2
FACULDADE ANHANGUERA DE VALINHOS,FAV,SP,Privada,8,6,219,3
FACULDADES INTEGRADAS IESGO,IESGO,GO,Privada,9,4,140,2
ESCOLA SUPERIOR DE CIÊNCIAS SOCIAIS,FGV,RJ,Privada,1,0,,
FACULDADE BOA VIAGEM - INSTITUTO MATERNO INFANTIL DE PERNAMBUCO,FBV-IMIP,PE,Privada,2,0,,
FACULDADE MARIO SCHENBERG,FMS,SP,Privada,1,0,,
FACULDADE CATOLICA NOSSA SENHORA DAS VITORIAS,FCNSV,RN,Privada,2,0,,
FACULDADE DAMAS DA INSTRUÇÃO CRISTÃ,FADIC,PE,Privada,2,0,,
FACULDADE CATOLICA NOSSA SENHORA DAS NEVES,FCNSN,RN,Privada,2,0,,
FACULDADE CATOLICA SANTA TERESINHA,FCST,RN,Privada,2,0,,
FACULDADE CIDADE VERDE,FCV,PR,Privada,2,0,,
FACULDADE DE COMPUTAÇÃO DE MONTES CLAROS,Facomp,MG,Privada,2,0,,
FACULDADE EVANGÉLICA,FE,DF,Privada,4,2,205,3
FACULDADE FILADÉLFIA,FAFIL,SP,Privada,1,0,,
FACULDADE REGIONAL DE RIBEIRA DO POMBAL,FARRP,BA,Privada,4,2,208,3
SINAL - FACULDADE DE TEOLOGIA E FILOSOFIA,SINAL,AC,Privada,1,0,,
INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA,ISEMI,RJ,Privada,1,1,147,2
FACULDADE UNILAGOS,UNILAGOS,PR,Privada,5,3,169,2
FUNDAÇÃO DE ENSINO SUPERIOR DE CLEVELÂNDIA,FESC,PR,Privada,3,3,138,2
FACULDADES INTEGRADAS DO VALE DO IVAÍ,UNIVALE,PR,Privada,7,4,199,3
FACULDADE PEDRO II,FAPE2,MG,Privada,4,0,,
FACULDADE DE TECNOLOGIA TUPY DE SÃO BENTO DO SUL,FTT-SBS,SC,Privada,2,1,135,2
FACULDADE DE TECNOLOGIA IPEP DE CAMPINAS,FATEC CAMPINAS,SP,Privada,1,1,232,3
FACULDADE DE TECNOLOGIA IPEP DE SÃO PAULO,FATEC SP,SP,Privada,1,0,,
FACULDADE DE TECNOLOGIA SAINT PASTOUS,FSP,RS,Privada,1,1,208,3
FACULDADE PORTAL,PORTAL,RS,Privada,2,0,,
FACULDADE CIÊNCIAS DA VIDA,FCV,MG,Privada,1,0,,
FACULDADE SAO JOSE,FSJ,MA,Privada,2,0,,
FACULDADE DE TECNOLOGIA SÃO FRANCISCO,FATESF,SP,Privada,2,0,,
FACULDADES INTEGRADAS DOM PEDRO II,DOMPEDRO,SP,Privada,4,4,180,2
FACULDADES INTEGRADAS ADVENTISTAS DE MINAS GERAIS,FADMINAS,MG,Privada,2,2,261,3
FACULDADE OMNI,OMNI,RJ,Privada,5,0,,
FACULDADE IBGEN - INSTITUTO BRASILEIRO DE GESTÃO DE NEGÓCIOS,IBGEN,RS,Privada,2,0,,
FACULDADE MADRE TEREZA,FAMAT,AP,Privada,2,0,,
FACULDADE DE TECNOLOGIA PASTOR DOHMS,,RS,Privada,1,0,,
FACULDADE SÃO TOMAZ DE AQUINO,FSTA,BA,Privada,5,1,148,2
INSTITUTO UVB.BR,Iuvb,RJ,Privada,5,0,,
FACULDADE BETEL DE GOIANÉSIA,FABEGO,GO,Privada,3,0,,
FACULDADE DE MEDICINA DO VALE DO AÇO,FAMEVAÇO,MG,Privada,1,1,163,2
FACULDADE FRUTAL,FAF,MG,Privada,5,0,,
FACULDADE DE TECNOLOGIA DE MINAS GERAIS,FATEMG,MG,Privada,1,1,176,2
FACULDADE GUAIRACÁ,FAG,PR,Privada,7,2,258,3
FACULDADE JAUENSE,,SP,Privada,1,0,,
FACULDADE DE TECNOLOGIA SENAC DO RIO GRANDE DO SUL,SENAC/RS,RS,Privada,1,1,268,3
FACULDADE DE TECNOLOGIA DA PARAÍBA,FATECPB,PB,Privada,1,0,,
FACULDADE DE TECNOLOGIA IAPEC,IAPEC,PR,Privada,1,1,129,2
FACULDADE VASCO DA GAMA,FVG,BA,Privada,3,1,150,2
INSTITUTO CENTRO DE ENSINO TECNOLÓGICO - SOBRAL,CENTEC,CE,Privada,2,0,,
FACULDADE DE TECNOLOGIA NOVO RUMO,,MG,Privada,1,1,221,3
FACULDADE DE TECNOLOGIA E PROFISSIONAL CATARINENSE,FETPESC,SC,Privada,1,0,,
FACULDADE DE CIENCIAS E CULTURA DE CAJAZEIRAS,,BA,Privada,4,0,,
FACULDADE CASA DO FERA PONTA NEGRA,FAC CDF PONTA NEGRA,RN,Privada,4,0,,
FACULDADE DAS ÁGUAS EMENDADAS - FAE,FAE,DF,Privada,1,0,,
FACULDADE REGIONAL DE ALAGOINHAS,FARAL,BA,Privada,4,0,,
FACULDADES INTEGRADAS PADRE HUMBERTO,FIPH,RJ,Privada,6,4,123,2
FACULDADE MAUÁ DE BRASÍLIA,MAUADF,DF,Privada,1,0,,
INSTITUTO FLORENCE DE ENSINO SUPERIOR,IFES,MA,Privada,2,0,,
FACULDADE DE TECNOLOGIA SÃO CARLOS,FATESC,SC,Privada,1,1,137,2
ESCOLA SUPERIOR PROFESSOR PAULO MARTINS,ESPAM,DF,Privada,1,0,,
INSTITUTO A VEZ DO MESTRE,IAVM,RJ,Privada,1,1,315,4
FACULDADE DE INTEGRAÇÃO DO SERTÃO,FIS,PE,Privada,1,0,,
FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE,FATEC SENAI RM,GO,Privada,1,1,154,2
FACULDADE ARNALDO HORÁCIO FERREIRA,FAAHF,BA,Privada,5,1,239,3
INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ,IESRSA,PI,Privada,3,0,,
FACULDADE MÉTODO DE SÃO PAULO,FAMESP,SP,Privada,1,0,,
FACULDADE ANHANGUERA DE LIMEIRA,FAC Limeira,SP,Privada,6,1,238,3
FACULDADE ANHAGUERA DE INDAIATUBA,FAI,SP,Privada,4,0,,
FACULDADE DE ENSINO SUPERIOR SANTA BARBARA,FAESB,SP,Privada,1,0,,
FACULDADE DE TECNOLOGIA LUIZ ADELAR SCHEUER,FATEC,MG,Privada,1,1,222,3
FACULDADE DE CIÊNCIAS JURÍDICAS E GERENCIAIS DE OLIVEIRA,FACIJUGO,MG,Privada,3,2,173,2
FACULDADES INTEGRADAS DE CATAGUASES,FIC,MG,Privada,8,4,207,3
FACULDADE DE TECNOLOGIA SENAI CIMATEC,SENAI CIMATEC,BA,Privada,2,0,,
INSTITUTO SUPERIOR DE EDUCAÇÃO CARLOS CHAGAS,ISECC,MG,Privada,2,2,208,3
INSTITUTO DE ENSINO SUPERIOR DE PORTO NACIONAL,,TO,Privada,4,0,,
CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO,CESEP,MG,Privada,12,5,180,2
INSTITUTO DE EDUCAÇÃO SUPERIOR DO ALTO SÃO FRANCISCO,IESASF,MG,Privada,1,0,,
INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DE ABAETÉ,ISAB,MG,Privada,3,0,,
FACULDADE DE TECNOLOGIA DO AMAPÁ,META,AP,Privada,2,1,94,1
FACULDADE DE TECNOLOGIA PENTÁGONO,FATEP,SP,Privada,1,1,143,2
FACULDADE DE TECNOLOGIA LICEU NOROESTE,FACULDADE LICEU,SP,Privada,1,0,,
FACULDADE DE TECNOLOGIA CENACAP,CENACAP,DF,Privada,1,1,230,3
FACULDADE DE TECNOLOGIA FAMEG - FAMETEC,FAMETEC,SC,Privada,1,0,,
INSTITUTO SUPERIOR DE EDUCAÇÃO DO PARANÁ,INSEP,PR,Privada,2,1,231,3
FACULDADE UNIÃO DE GOYAZES,FUG,GO,Privada,1,0,,
FACULDADE DE TECNOLOGIA ANCHIETA,FTA,SP,Privada,1,0,,
FACULDADE DE TECNOLOGIA CETEP,CETEP,PR,Privada,1,1,170,2
FACULDADE EVANGÉLICA CRISTO REI,FECR,PI,Privada,2,0,,
FACULDADE CENECISTA DE SENHOR DO BONFIM,,BA,Privada,2,0,,
FACULDADE DE TECNOLOGIA SENAC PELOTAS,FATEC SENAC PELOTAS,RS,Privada,1,1,215,3
"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",FATECE,SP,Privada,4,0,,
FACULDADE DE TECNOLOGIA SENAC PASSO FUNDO,SENAC Passo Fundo,RS,Privada,1,1,131,2
FACULDADE ANHANGUERA DE RIO CLARO,,SP,Privada,3,0,,
INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS,INES,RJ,Federal,1,0,,
FACULDADE DE TECNOLOGIA DE GARÇA,FATECGa,SP,Estadual,1,0,,
FACULDADE DE TECNOLOGIA DE MOCOCA,FATEC,SP,Estadual,1,0,,
FACULDADE DE TECNOLOGIA FABRAI,FABRAI,MG,Privada,2,1,191,2
FACULDADE DE TECNOLOGIA INTENSIVA,FATECI,CE,Privada,1,1,143,2
ESCOLA AGROTÉCNICA FEDERAL DE UBERLÂNDIA,,MG,Federal,1,1,315,4
FACULDADE TECNOLOGIA EDUVALE - AVARÉ,FATEC EDUVALE,SP,Privada,1,0,,
FACULDADE TECNOLOGIA TUPY CURITIBA,FTT-CWB,PR,Privada,2,0,,
FACULDADE DE TECNOLOGIA NORTE FLUMINENSE,FACULTEC,RJ,Privada,1,0,,
INSTITUTO SUPERIOR DE EDUCAÇÃO DO ICESP,ISE-ICESP,DF,Privada,2,2,172,2
FACULDADE HORIZONTES,FH,SP,Privada,3,0,,
FACULDADE DE TECNOLOGIA DE GRAVATAÍ,FAQI,RS,Privada,1,1,211,3
FACULDADE DE TECNOLOGIA DE CURITIBA,FATEC-PR,PR,Privada,1,1,135,2
FACULDADE DE TECNOLOGIA IBRATEC DE JOÃO PESSOA,UNIBRATEC,PB,Privada,2,2,220,3
FACULDADE DE TECNOLOGIA TECBRASIL - UNIDADE PORTO ALEGRE,FTEC - Porto Alegre,RS,Privada,1,0,,
FACULDADE DE TECNOLOGIA TECBRASIL - UNIDADE BENTO GONÇALVES,FTEC-Bento,RS,Privada,1,0,,
FACULDADE DE TECNOLOGIA SENAI ÍTALO BOLOGNA,FATECIB,GO,Privada,1,1,185,2
FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMENTO GERENCIAL,FATESG,GO,Privada,1,1,239,3
FACULDADE ETAPA,ESEG,SP,Privada,2,0,,
FACULDADE DE TECNOLOGIA SENAI PORTO ALEGRE,FATEC SENAI,RS,Privada,1,0,,
FACULDADE ANHANGUERA DE SANTA BÁRBARA,FAC Santa Bárbara,SP,Privada,13,1,197,3
FACULDADE ANHANGUERA DE TAUBATÉ,FAC,SP,Privada,10,1,233,3
FACULDADE DE TECNOLOGIA SENAI SÃO JOSÉ,SENAISC,SC,Privada,1,1,135,2
FACULDADE DE TECNOLOGIA SENAI ITAJAÍ,FATEC SENAI ITAJAÍ,SC,Privada,1,0,,
FACULDADE DE TECNOLOGIA DE PIRACICABA,FATEP,SP,Privada,1,0,,
FACULDADE JOAQUIM NABUCO RECIFE,FJN,PE,Privada,1,0,,
CENTRO DE ENSINO SUPERIOR DE UBERABA,CESUBE,MG,Privada,4,3,192,2
FACULDADE NOSSA CIDADE,FNC,SP,Privada,3,1,229,3
FACULDADE DE TECNOLOGIA PAULO FREIRE,FATEP-DF,DF,Privada,2,1,155,2
FACULDADE CERTO,FACE,PI,Privada,3,0,,
FACULDADE DE TECNOLOGIA ROGACIONISTA,ROGA,DF,Privada,1,1,152,2
FACULDADE DE COMUNICACAO SOCIAL DE PASSOS,FACOMP,MG,Privada,2,0,,
FACULDADE DE TECNOLOGIA INED - UNIDADE IPATINGA,FATECIPATINGA,MG,Privada,1,0,,
FACULDADE DE DIREITO DE PEDRO LEOPOLDO,FADIPEL,MG,Privada,1,0,,
FACULDADE DE CIENCIAS GERENCIAIS DE BICAS,FCGB,MG,Privada,1,0,,
INSTITUTO SUPERIOR DE EDUCAÇÃO DE BICAS,ISEB,MG,Privada,2,2,226,3
FACULDADE DE TECNOLOGIA INED - UNIDADE LAGOA DA PAMPULHA,FATECPAMPULHA,MG,Privada,1,1,172,2
ESCOLA AGROTÉCNICA FEDERAL DE CONCÓRDIA,,SC,Federal,1,1,281,3
FACULDADES INTEGRADAS DA TERRA DE BRASÍLIA,FTB,DF,Privada,11,9,176,2
FACULDADES INTEGRADAS DE CACOAL,UNESC,RO,Privada,6,6,169,2
FACULDADES INTEGRADAS PITÁGORAS,FIP-MOC,MG,Privada,12,4,212,3
FACULDADE LITERATUS,FAL,AM,Privada,4,0,,
FACULDADE DO VALE ELVIRA DAYRELL - FAVED,FAVED,MG,Privada,1,0,,
FACULDADE INTEGRAÇÃO TIETE,FIT,SP,Privada,3,0,,
FACULDADE DE CIENCIAS SOCIAIS DOS PALMARES,FACIP,PE,Municipal,1,0,,
FACULDADE DE TECNOLOGIA ÁLVARES DE AZEVEDO,FAATESP,SP,Privada,2,1,236,3
FACULDADE PITÁGORAS DE BETIM,PITÁGORAS-BETIM,MG,Privada,5,0,,
FACULDADE PADRE ANCHIETA DE CAJAMAR,,SP,Privada,1,0,,
FACULDADE DE EDUCAÇÃO FÍSICA DE ARAGUAÍNA,ITPAC,TO,Privada,1,0,,
FACULDADE DE DIREITO DE ARAGUAÍNA,ITPAC,TO,Privada,1,0,,
FACULDADES INTEGRADAS DE MINEIROS,FIMES,GO,Municipal,7,7,186,2
INSTITUTO SUPERIOR DE EDUCAÇÃO DE GOIANA,I.S.E.G.,PE,Municipal,2,0,,
FACULDADE DE BALSAS,Unibalsas,MA,Privada,1,0,,
FACULDADE PANAMERICANA DE JI-PARANÁ,,RO,Privada,1,0,,
FACULDADE DE ENFERMAGEM DE BELO JARDIM,FAEB,PE,Privada,1,1,234,3
FACULDADES INTEGRADAS BARROS MELO,FIBAM,PE,Privada,5,5,240,3
FACULDADE PROFESSOR MIGUEL ÂNGELO DA SILVA SANTOS,FEMASS,RJ,Municipal,1,1,201,3
FACULDADE CIDADE DE GUANHÃES - FACIG,Facig,MG,Privada,4,0,,
FACULDADE METROPOLITANA DE MARABÁ,METROPOLITANA,PA,Privada,1,0,,
FACULDADE DE TECNOLOGIA JARAGUAENSE,FATEJA,SC,Privada,1,1,194,2
FACULDADES INTEGRADAS CAMPO-GRANDENSES,FIC,RJ,Privada,7,7,158,2
FACULDADE INTEGRADA TIRADENTES,Fits,AL,Privada,2,0,,
FACULDADE PARQUE,FAP,BA,Privada,1,0,,
FACULDADE DE EXCELÊNCIA EDUCACIONAL DO RIO GRANDE DO NORTE,SUDERN,RN,Privada,1,0,,
FACULDADE CATÓLICA DE RONDONIA,FCR,RO,Privada,1,0,,
FACULDADE DE TECNOLOGIA ASSESSORITEC,,SC,Privada,1,0,,
FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE,FAEMA,RO,Privada,1,0,,
FACULDADE DE TECNOLOGIA TECMED,TECMED,SP,Privada,1,1,261,3
FACULDADE ANGLO-AMERICANO DE CAXIAS DO SUL,FAACS,RS,Privada,2,0,,
FACULDADE ANHANGÜERA DE SOROCABA,FSO,SP,Privada,6,0,,
FACULDADE ANHANGÜERA DE PIRACICABA,FPI,SP,Privada,4,0,,
FACULDADE RIO SONO,RISO,TO,Privada,1,0,,
FACULDADE DELTA,FACULDADE DELTA,GO,Privada,1,0,,
FACULDADES INTEGRADAS VIANNA JÚNIOR,FIVJ,MG,Privada,3,2,220,3
FACULDADE DE TECNOLOGIA EGÍDIO JOSÉ DA SILVA,FATEGIDIO,MG,Privada,1,0,,
FACULDADE DE TECNOLOGIA DE SANTA CATARINA,FATESC,SC,Privada,1,0,,
INSTITUTO CENTRO DE ENSINO TECNOLÓGICO - CARIRI,CENTEC,CE,Privada,2,0,,
INSTITUTO CENTRO DE ENSINO TECNOLÓGICO - LIMOEIRO DO NORTE,CENTEC,CE,Privada,2,0,,
FACULDADE DE TECNOLOGIA CENTEC - SOBRAL,CENTEC,CE,Privada,2,2,265,3
FACULDADE DE TECNOLOGIA CENTEC - CARIRI,CENTEC,CE,Privada,2,2,195,3
FACULDADE DE TECNOLOGIA CENTEC - LIMOEIRO DO NORTE,CENTEC,CE,Privada,2,2,279,3
FACULDADES INTEGRADAS DE ITARARÉ,FAFIT-FACIC,SP,Privada,8,4,199,3
FACULDADE ETAPA,ESEG,SP,Privada,1,0,,
"FACULDADE DE CIÊNCIAS HUMANAS, ECONÔMICAS E DA SAÚDE DE ARAGUAÍNA",FAHESA / ITPAC,TO,Privada,4,1,163,2
FACULDADE DE ENFERMAGEM DE ARCOVERDE,FENFA,PE,Municipal,1,1,245,3
FACULDADE PITÁGORAS DE SÃO LUIZ,,MA,Privada,2,0,,
FACULDADE DE CASTANHAL,FCAT,PA,Privada,1,0,,
FACULDADE INTEGRADA DE ARAGUATINS,FAIARA,TO,Privada,1,1,108,2
FACULDADE DE TECNOLOGIA CENTEC - SERTÃO CENTRAL,FTC Sertão Central,CE,Privada,1,0,,
INSTITUTO SUPERIOR DE TECNOLOGIA EM CIÊNCIAS DA COMPUTAÇÃO DO RIO DE JANEIRO,IST-RIO,RJ,Estadual,1,1,342,4
INSTITUTO SUPERIOR DE EDUCAÇÃO DE SANTO ANTÔNIO DE PÁDUA,ISE Pádua,RJ,Estadual,1,0,,
FACULDADES INTEGRADAS PADRE ALBINO,FIPA,SP,Privada,3,3,242,3
FACULDADE UIRAPURU,FAU,SP,Privada,8,6,220,3
FACULDADES INTEGRADAS PAULISTA,FIP,SP,Privada,3,1,252,3
FACULDADE DE TECNOLOGIA PROFESSOR WALDOMIRO MAY,,SP,Estadual,1,1,,
FACULDADE RAIMUNDO MARINHO,FRM,AL,Privada,1,0,,
FACULDADE FORTIUM,,DF,Privada,3,2,227,3
FACULDADES INTEGRADAS DE TAQUARA,FACCAT,RS,Privada,6,5,301,4
FACULDADES ATIBAIA,FAAT,SP,Privada,10,5,316,4
FACULDADES UNIFICADAS DOCTUM DE CATAGUASES,Faculdades Doctum,MG,Privada,1,1,220,3
FACULDADES UNIFICADAS DOCTUM DE GUARAPARI,,ES,Privada,1,1,126,2
FACULDADES UNIFICADAS DOCTUM DE IÚNA,Faculdades Doctum,ES,Privada,1,0,,
FACULDADE PORTO-ALEGRENSE,FAPA,RS,Privada,4,4,280,3
FACULDADE GUILHERME GUIMBALA,FGG,SC,Privada,2,1,174,2
FACULDADES INTEGRADAS ASMEC,,MG,Privada,7,6,184,2
FACULDADES UNIFICADAS DOCTUM DE TEÓFILO OTONI,,MG,Privada,1,1,209,3
INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI,FENORD,MG,Privada,1,0,,
FACULDADES OPET,,PR,Privada,7,5,188,2
FACULDADES INTEGRADAS DA UNIÃO EDUCACIONAL DO PLANALTO CENTRAL - FACIPLAC,FACIPLAC,DF,Privada,2,2,201,3
FACULDADE ANHANGÜERA DE BAURU,,SP,Privada,3,0,,
"FACULDADE DE CIÊNCIA, TECNOLOGIA E EDUCAÇÃO",FACITE,BA,Privada,1,1,228,3
FACULDADE CAMPO REAL,CAMPO REAL,PR,Privada,1,1,201,3
FACULDADE CATHEDRAL,FACES,RR,Privada,3,2,137,2
FACULDADE ANHANGUERA DE ANÁPOLIS,,GO,Privada,9,4,147,2
FACULDADE ANHANGUERA DE JACAREÍ,,SP,Privada,1,1,239,3
